donor_id,full_name,gender,age,weight_kg,height_cm,blood_pressure,pulse_rate,latitude,longitude,bmi,hemoglobin_g_dl,medications,email,password_hash,mobile,city,blood_group,availability,months_since_first_donation,days_since_last_donation,total_donations,total_litres_donated,last_donation_date,show_rate,avg_response_time_hours,response_history,record_created
JD000076,الأستاذ يعرب عرموني,Male,34,112.1,181.4,138/78,75,32.495021,35.872981,34.08,13.7,Aspirin,nwanhjazy@example.org,bd4fc816bea013e37171953bc04befeab69bd24d9e4c06650255b426ca5a53c6,0792115633,Irbid,A+,No,10,136,2,0.9,2025-08-30,0.61,5.2,"['responded', 'responded']",2026-01-13 03:46:18
JD000077,ليساء كنانة,Male,26,69.9,176.0,102/84,69,29.503093,35.027263,22.56,14.7,None,lbnw-knz@example.com,bca9e5c21723d0ffaf3d7c33f0ace0073b22c0ed00102b53ca602bb9332734c1,0788745503,Aqaba,O+,Yes,88,56,5,2.25,2025-11-18,0.74,1.5,"['responded', 'responded', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000078,الدكتورة هايدي بنو العريج,Male,34,85.6,163.3,97/81,67,31.208265,36.444742,32.12,13.4,Metformin,zaxr98@example.com,18e5538b0f43bb5cd171ce2552879bfc36b1dbd770f6dcb915867f78e567756d,0781101340,Other,O+,Yes,110,56,3,1.35,2025-11-18,0.49,0.2,"['responded', 'no_response', 'no_response']",2026-01-13 03:46:18
JD000079,الدكتور حمزة كهلان,Male,28,88.9,167.6,140/72,72,32.557789,35.83039,31.65,14.8,None,tmambarq@example.org,93a9823ef65932c9d66acf49c39ca3c2e56ae31d8649af16f30f7fb1914bc71c,0777582230,Irbid,A+,No,116,57,2,0.9,2025-11-17,0.76,8.6,"['responded', 'no_response']",2026-01-13 03:46:18
JD000080,الأستاذ شاكر سبيع,Male,38,57.9,172.4,124/67,63,32.122434,36.051534,19.49,13.1,None,hamddrwy@example.com,eea68ff2b8224cd93940f6c44eabd2ecce1a655d1756ba46e3bb659eae6130d7,0774508712,Zarqa,O+,Yes,54,63,2,0.9,2025-11-11,0.75,0.1,"['responded', 'responded']",2026-01-13 03:46:18
JD000081,المهندس عبد الإله الكلغاصي,Male,20,68.0,177.7,120/80,67,31.944209,35.939782,21.54,12.9,None,bny-etypebwd@example.net,2b5a7bc64cc2c35c44e348be90b9f40ab6b6ab96bc781a39f212336c632f7aa4,0784984763,Amman,B-,Yes,103,222,5,2.25,2025-06-05,0.8,1.8,"['responded', 'no_response', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000082,ريتال بنو عبس,Male,38,50.0,179.9,110/80,75,32.536611,35.834692,15.46,13.7,Atorvastatin,bnw-sdjylan@example.com,29c5711cf4c76f873aa90259d490a0c05109525d3df5b0580e0ae25ee6974c13,0771484467,Irbid,A+,Yes,84,331,3,1.35,2025-02-16,0.86,0.2,"['responded', 'responded', 'no_response']",2026-01-13 03:46:18
JD000083,المهندس قبس زهران,Male,34,75.2,174.5,139/92,65,31.841721,36.027781,24.68,14.5,None,zmrad@example.net,bd256007b7ed63849c6bd84d06686c2643e36a5bfff73f745ffd679513d236d0,0796930715,Amman,B+,No,95,56,2,0.9,2025-11-18,0.92,0.7,"['no_response', 'responded']",2026-01-13 03:46:18
JD000084,صبري عنز بن وائل,Male,34,82.1,171.5,134/71,71,32.624269,35.837288,27.91,16.0,None,qhtanmsbah@example.org,401c108c823a2ccf4877d83e147cc0a5ad1df118d11aa8b5963c57ecbb092f3f,0796995766,Irbid,O+,Yes,92,56,2,0.9,2025-11-18,0.79,6.3,"['responded', 'responded']",2026-01-13 03:46:18
JD000085,مهران الألجاوي,Male,35,88.5,176.4,113/88,86,31.986501,35.867926,28.46,12.5,None,lyv22@example.net,f847b99eca0690754f96ee77b3ba09d234316e164c02cf0f3fe8737ed1340cd6,0778559582,Amman,A+,No,113,56,2,0.9,2025-11-18,0.69,2.5,"['responded', 'no_response']",2026-01-13 03:46:18
JD000086,جسور بنو صخر,Male,32,50.0,177.2,118/69,75,32.554887,35.902323,15.92,12.5,None,bmzynp@example.net,9eb2ca0f14faab55eb471d097fe2f2ee006497704aba27d37c11972cb79f4eb9,0777984036,Irbid,A+,No,40,151,1,0.45,2025-08-15,0.93,3.3,['responded'],2026-01-13 03:46:18
JD000087,المهندسة ألين بديرية,Male,35,71.5,185.4,121/61,70,31.866711,36.023919,20.81,15.4,"Lisinopril, Aspirin",rajhmsrwr@example.org,79c2bd124b1cc20c6a282d027ba30ad1bf5aab66dfdbbc54b90260a1ffb6ff7b,0793764258,Amman,O+,No,91,56,4,1.8,2025-11-18,0.94,1.2,"['responded', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000088,دارين التوتنجي,Male,30,89.1,178.7,125/83,71,31.891682,35.841505,27.91,15.2,None,bnantyp@example.net,ade94adbf5fa32f087a146719927fe899a764dadc657e30249b7b2e1141da706,0791630282,Amman,A+,Yes,18,56,2,0.9,2025-11-18,0.76,6.2,"['responded', 'responded']",2026-01-13 03:46:18
JD000089,السيدة هاجر كهلان,Male,38,86.0,168.8,113/84,73,32.580032,35.819885,30.19,13.4,Aspirin,kaydbdryp@example.com,6ec7eafb9b5a5d901c3b9be212904f77dad727d3e636260df065dc1452f0192f,0776252236,Irbid,A+,No,46,166,3,1.35,2025-07-31,0.58,2.9,"['responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000090,السيد عذب إياد,Male,35,98.9,181.5,120/60,82,30.742502,35.951832,30.01,13.9,None,hbalsadp-alrawywn@example.net,2d5dc177f4211e5cefd4ffa17516482b67a2802839a69fea62050bed5f8b1604,0772499556,Other,O+,No,110,166,3,1.35,2025-07-31,0.71,4.7,"['responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000091,روعة زلاطيمو,Male,25,75.4,176.8,142/70,71,32.537967,35.838145,24.12,13.0,"Aspirin, Metformin",nwr-aldyndhak@example.net,533cca4e4eeccf36eab09cfe0cc9c186b0ec3442f261f54968118a92aa589b8f,0776599877,Irbid,AB+,No,115,56,1,0.45,2025-11-18,0.75,13.8,['responded'],2026-01-13 03:46:18
JD000092,الدكتور هاني عنز بن وائل,Male,31,70.7,155.0,112/93,68,32.043929,36.034483,29.44,13.1,None,nwafaltrhy@example.net,9ab5f1df96a75ffb32e393ad3021ec37b77e889711516878013b19130ad2e72e,0787916052,Amman,A+,No,94,417,2,0.9,2024-11-22,0.92,2.8,"['responded', 'responded']",2026-01-13 03:46:18
JD000093,الآنسة أروى كهلان,Male,42,93.4,181.2,122/71,60,31.930236,35.985671,28.43,13.3,None,nwh40@example.net,272af30fa77b569c6cba95538bd41fadfa1d2610bae36e87295c44abf2f9d474,0778765023,Amman,O+,No,52,56,2,0.9,2025-11-18,0.79,0.9,"['responded', 'responded']",2026-01-13 03:46:18
JD000094,راغب رصاص,Male,38,84.7,173.2,126/80,63,31.991264,35.922278,28.24,14.3,None,jhb-rman@example.com,8d50b483d3d6b1347b43ec62e793f13d6638d31d78a9ffaab510287e0faa663f,0789877579,Amman,AB+,No,53,56,5,2.25,2025-11-18,0.83,5.6,"['responded', 'responded', 'no_response', 'responded', 'no_response']",2026-01-13 03:46:18
JD000095,عبد الغفّار مزينة,Male,33,98.8,181.7,90/81,65,32.056966,36.017444,29.94,16.8,"Lisinopril, Aspirin",alqwasmeta@example.org,503af1d7ab3ad26fec790ec97e5e5bde40d64bd53e10ddd01bcf6b5a9fcd6a99,0775491821,Amman,B+,No,77,116,4,1.8,2025-09-19,0.78,1.8,"['responded', 'no_response', 'no_response', 'responded']",2026-01-13 03:46:18
JD000096,راني شويفاتي,Male,37,85.7,174.2,127/84,65,32.019597,36.019804,28.22,13.1,None,dlylbw-mdyn@example.net,e9dccc598e22c8613ccb28a86b4d17dfc84ca170435900bb2f776e9ee3e65b2f,0794564631,Amman,O+,Yes,58,56,3,1.35,2025-11-18,0.81,0.7,"['responded', 'responded', 'no_response']",2026-01-13 03:46:18
JD000097,عبد الخالق العقيدات,Male,22,68.8,174.3,119/84,66,32.059816,35.958122,22.67,13.6,Aspirin,valeqydat@example.com,a18468a85550e0909c1da18bd00d6d2dad35c5456b4d48ab3dcdffea9911193b,0791588581,Amman,B+,No,48,496,4,1.8,2024-09-04,0.8,4.9,"['no_response', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000098,سلسبيل أولاد زيان,Male,27,50.0,175.5,130/77,68,31.871556,36.053841,16.24,13.2,None,majd61@example.net,454d2210fa5dadc7bfe1d0634eb13fe7e2b51d5b6f9d537d4d3c25b80272a6e7,0789652371,Amman,O+,No,8,204,4,1.8,2025-06-23,0.94,1.5,"['responded', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000099,المهندس رزين الشرفاء,Male,42,50.0,174.3,104/86,80,31.267378,35.624675,16.45,14.2,None,tqy65@example.net,661fde53e0dba40ac73b28da93d7ac9a971f733fd2be58537217b0772dc45105,0777298055,Other,O+,No,32,95,3,1.35,2025-10-10,0.88,1.8,"['responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000100,السيد قصي بنو خالد,Male,35,89.5,177.0,123/70,68,32.095147,35.978236,28.56,12.5,None,hjrhm@example.net,71a8c1ae516ce3508a982a90e9fa5341d77323e7dca50e5c1c34cb0650dbe822,0794805967,Amman,O+,Yes,86,123,2,0.9,2025-09-12,0.96,17.4,"['no_response', 'responded']",2026-01-13 03:46:18
JD000101,السيد سعدي سموم,Male,26,90.7,168.9,125/71,75,31.289335,35.834728,31.77,13.2,"Metformin, Aspirin",calhsyny@example.net,cd7e3f592ee5641a502f9c7a95062b42bd87ce806b181c4e4adf3317e0cdebef,0793616214,Other,A+,Yes,62,89,2,0.9,2025-10-16,0.62,1.9,"['responded', 'no_response']",2026-01-13 03:46:18
JD000102,وحيد دوبلال,Male,31,102.5,176.8,133/72,71,31.963062,36.087041,32.8,14.1,None,mrtjy10@example.org,8ea717122fe7b1fc8cb9d0a5fa9bd7a65d922651123b6e363386135206b1727c,0776774466,Amman,A+,No,15,82,3,1.35,2025-10-23,0.97,2.1,"['no_response', 'no_response', 'responded']",2026-01-13 03:46:18
JD000103,روبين بيرقدار,Male,49,76.4,177.0,109/77,62,32.152684,36.089676,24.4,14.2,Atorvastatin,halmntfq@example.com,d4ee3a9fc3850a7df3ab9f91e48358d047017bb1bf54146ef85ef8eadb46d2a0,0788817968,Zarqa,A+,Yes,92,127,4,1.8,2025-09-08,0.57,3.7,"['responded', 'no_response', 'no_response', 'responded']",2026-01-13 03:46:18
JD000104,السيدة جوانا رصاص,Male,27,88.9,175.6,105/74,61,31.403553,35.770113,28.82,15.1,None,fyemran@example.com,2f16ce0aa48b5907e7ff6280111149a1f769158023d70493626292ce6f967c38,0778705949,Other,B+,No,0,365,0,0.0,2025-01-13,0.59,2.3,[],2026-01-13 03:46:18
JD000105,مادلين كندة,Male,45,68.3,168.8,131/80,66,32.124384,36.073921,23.96,14.5,None,syl69@example.com,c2bc83103fc5b7fe970de3368ea7db7eb9d0a498ccef8b92618a667e03f0e747,0796929830,Zarqa,B+,No,81,56,3,1.35,2025-11-18,0.99,2.2,"['responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000106,المهندسة بلقيس يافع,Male,40,73.7,180.0,111/77,71,31.816819,35.918493,22.76,15.1,None,lsmwm@example.com,b6885ce0d36f99254856aee1a7fc06137a5dcbadd675fcc09e2e386dcd4ae690,0771921664,Amman,B+,No,66,90,4,1.8,2025-10-15,0.96,1.3,"['responded', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000107,السيدة غيداء ضبيعة,Male,39,52.8,176.2,127/79,75,32.108773,36.096886,17.0,14.8,"Metformin, Atorvastatin",falqbany@example.net,7a3ca6e6e53f0b2375f6ad9a1467a8cf7c5e3461b6aa7c354c8d503e830552fe,0779604198,Zarqa,O+,No,0,365,0,0.0,2025-01-13,0.67,0.4,[],2026-01-13 03:46:18
JD000108,المهندس رجاء بعلبكي,Male,26,54.9,182.2,125/80,77,31.89526,36.03561,16.55,14.7,None,hatm74@example.com,05927a8da8ebbec142988928bc3b966ef67169c92f8e0a30eef2b4d26b131b76,0788568296,Amman,B+,No,11,56,2,0.9,2025-11-18,0.59,3.6,"['responded', 'no_response']",2026-01-13 03:46:18
JD000109,يارا مراد,Male,43,50.0,175.0,111/81,61,31.449769,36.013225,16.33,13.6,None,emadbnw-hr@example.com,18abbb0da1a2baf7e98496e788e99978ae3b62ed89bc30343baaf55ee52eba7c,0785762106,Other,O-,Yes,0,365,0,0.0,2025-01-13,0.65,3.3,[],2026-01-13 03:46:18
JD000110,السيد مازن حاشد,Male,47,69.0,177.3,117/79,75,32.515592,35.869044,21.96,14.1,Aspirin,oalhkm-bn-sed-aleyrp@example.org,a33ca9b94b922a760dab7df81becdfb854446319e86c88eb675cd07e3debe119,0771743408,Irbid,B-,No,59,56,6,2.7,2025-11-18,0.91,4.8,"['responded', 'responded', 'responded', 'responded', 'responded', 'no_response']",2026-01-13 03:46:18
JD000111,المهندس صدّاح عويضة,Male,23,54.8,176.4,145/76,88,31.892789,36.003572,17.61,13.3,None,elam45@example.net,03003a5f2180c02981f9287d28ccdc94566a77913d2cfc1c94acd373faa76ce1,0784831488,Amman,B+,Yes,0,365,0,0.0,2025-01-13,0.77,3.0,[],2026-01-13 03:46:18
JD000112,السيد راغب جديس,Male,40,58.5,175.4,120/74,60,30.891773,36.375726,19.02,13.7,None,rys52@example.org,5c2785d5422c01f2756ff1648fdc02a9b1f253e9f35a60e3307732fc534fb29a,0791442100,Other,AB+,No,9,105,2,0.9,2025-09-30,0.49,1.5,"['no_response', 'no_response']",2026-01-13 03:46:18
JD000113,الآنسة جوان حمير,Male,18,90.2,173.7,103/71,71,32.612782,35.868078,29.9,13.8,None,aldwasrrjay@example.com,1dcc31fae979a20f9620c6b65673b838fbbfe4aa680cccee42a57872bbf14259,0791784408,Irbid,O+,Yes,33,77,4,1.8,2025-10-28,0.8,6.2,"['responded', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000114,الأستاذ رباح الشهابي,Male,47,85.6,177.3,117/85,70,31.937248,36.062301,27.23,15.1,None,hmyrfxr@example.com,db708f03fe52f8d60262500837edad514d25c968022652e5579d04ae3eed69db,0775492601,Amman,A+,No,50,66,5,2.25,2025-11-08,0.84,3.2,"['responded', 'responded', 'no_response', 'responded', 'responded']",2026-01-13 03:46:18
JD000115,أناهيد بجيلة,Male,21,70.8,174.0,130/79,76,31.171867,36.042749,23.41,14.0,"Aspirin, Atorvastatin",hhmydp@example.org,0e78fbb0c633545d711188fa811dd8ee272875ed5a4b991d009ede9c276bc54d,0779022728,Other,A+,Yes,75,260,3,1.35,2025-04-28,0.93,1.3,"['responded', 'responded', 'no_response']",2026-01-13 03:46:18
JD000116,الأستاذ خالد درويش,Male,33,72.5,173.5,126/68,67,31.042,35.851015,24.1,14.4,None,bha86@example.com,ab29845fedd3035510e291bb5bd5175a36d6ae01f6498ccb7fefe9ae1d0b0bb9,0796713689,Other,O-,Yes,97,68,5,2.25,2025-11-06,0.99,6.6,"['responded', 'responded', 'no_response', 'responded', 'responded']",2026-01-13 03:46:18
JD000117,ظريف الخزرج,Male,18,86.6,161.5,111/88,77,31.049261,36.059896,33.19,12.5,Atorvastatin,dalsadp@example.net,796ff6095a41449625c6a28191892395002699544ac7e80097575cd3f8e2cb6e,0782951557,Other,O-,No,62,110,3,1.35,2025-09-25,0.42,5.4,"['no_response', 'no_response', 'no_response']",2026-01-13 03:46:18
JD000118,غزير شرف,Male,27,90.9,172.1,101/97,74,32.028014,36.154903,30.7,13.6,None,nwan14@example.net,b3e3d2f75c94dea275edeeb34a38584e74151fae6d99be8b9beaceb6fa9d21ae,0774465803,Zarqa,A+,Yes,72,81,2,0.9,2025-10-24,0.6,0.1,"['responded', 'no_response']",2026-01-13 03:46:18
JD000119,الأستاذة بيلسان الأوس,Male,34,88.6,167.6,121/85,78,32.511055,35.885407,31.56,14.7,None,ualhdmy@example.org,a34840dac16da68cdd1d13d16eba6e14b41ed04389c498060d0ccf415bf15548,0779428865,Irbid,A+,No,61,56,2,0.9,2025-11-18,0.77,10.2,"['responded', 'responded']",2026-01-13 03:46:18
JD000120,الآنسة سجا المغربي,Male,39,55.5,194.2,123/78,60,31.840718,35.956425,14.7,13.4,None,wdwd49@example.org,ca41adb08c28dcff11f5de150d8319450af3d583c6329a155a81c1b8f3bb9413,0789631692,Amman,O+,No,91,180,5,2.25,2025-07-17,0.91,2.3,"['responded', 'responded', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000121,صبري كهلان,Male,28,53.2,175.0,114/77,74,32.073669,36.056058,17.36,14.1,None,mhjwbenzp@example.org,7f9ce5ff9cbe14abe2a82931a8154d78c6de7ffefbad291fd2d7a3882cba41a5,0799872658,Zarqa,B+,No,0,365,0,0.0,2025-01-13,0.63,0.5,[],2026-01-13 03:46:18
JD000122,الدكتور عبد الواحد بنو أسد,Male,28,118.9,179.2,123/71,72,32.006296,35.970198,37.0,12.5,Metformin,ksab55@example.com,1668c5166dfdd6787758a1e98885d44fc9704f32861f0d0d5f68c7a112a7c90e,0781257397,Amman,O+,No,15,91,2,0.9,2025-10-14,0.94,6.6,"['responded', 'no_response']",2026-01-13 03:46:18
JD000123,يسرى الامام,Male,41,71.2,169.6,110/70,65,31.99742,35.940972,24.74,13.5,None,emyralejman@example.org,ff08aa395a26fe55f17856f2078d18a9afdae8d35c3c71e9fa5a9711103e5ae2,0797889917,Amman,A+,Yes,44,135,1,0.45,2025-08-31,0.98,3.7,['responded'],2026-01-13 03:46:18
JD000124,الدكتور لبيد جهينة,Male,45,64.3,175.3,124/84,79,32.004828,35.853826,20.91,13.5,None,blydryd@example.org,32386bf001e3dcba9ace74e881220ba861f2963299950bd727383d8ff80db9b8,0787421565,Amman,A+,Yes,11,429,2,0.9,2024-11-10,0.97,2.2,"['responded', 'responded']",2026-01-13 03:46:18
JD000125,جمان الكلغاصي,Male,26,59.1,180.0,132/74,68,32.056359,35.841023,18.25,14.7,None,ebd-algfwr72@example.org,9cfc712542dc27597e8da8c3e1deab6845a356b9108a0c34f4c0b46a1df6c691,0776364715,Amman,O+,No,99,157,3,1.35,2025-08-09,0.83,0.5,"['responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000126,المهندسة لينا بيروتي,Male,19,50.0,192.0,99/84,73,32.005508,36.063372,13.56,14.1,None,kayd42@example.org,65eb75b3f35723a35949cf0ff9f111e62dc02f5f52711f937903be7258a7a22e,0775886267,Amman,A+,No,28,122,3,1.35,2025-09-13,0.61,0.7,"['no_response', 'no_response', 'no_response']",2026-01-13 03:46:18
JD000127,الدكتورة بيسان القلموني,Male,38,78.6,171.7,96/76,71,32.610109,35.804561,26.64,13.5,None,hlambnw-lyv@example.net,0d884fa37077285466206a722cc1f8e51465b1ddfb4c53b0873124f564b54df2,0786932924,Irbid,B+,No,99,60,2,0.9,2025-11-14,0.48,1.4,"['responded', 'responded']",2026-01-13 03:46:18
JD000128,الأستاذ نصري عذرة,Male,49,50.0,175.2,128/65,67,30.854095,36.1006,16.29,13.9,None,bnw-yelyayman@example.org,cfe43e6f51eeab493a904f465a042f70d92b01424c633a5039cc23858c601610,0779067786,Other,O+,Yes,101,199,1,0.45,2025-06-28,0.64,3.8,['no_response'],2026-01-13 03:46:18
JD000129,رواء بنو مهدي,Male,42,85.0,182.2,131/84,89,31.964452,35.963777,25.62,12.8,None,sfyrwyfaty@example.net,51c0aae8f783f0adeb6bb5d3cb72f7d3b2d54b89689cac06f2e7230a9c6ed792,0799615910,Amman,AB+,Yes,97,61,2,0.9,2025-11-13,0.48,2.3,"['no_response', 'no_response']",2026-01-13 03:46:18
JD000130,جنى هذيل,Male,23,71.5,176.8,133/69,67,31.078527,35.886614,22.88,14.2,None,gamdsalm@example.com,cfabc31e7f74ceab1e457f5877f7f34ed9fd5d1a832567fa369ce5bb3d7311d9,0775152255,Other,O+,Yes,84,288,4,1.8,2025-03-31,0.91,27.6,"['responded', 'no_response', 'responded', 'responded']",2026-01-13 03:46:18
JD000131,كافور صيام,Male,41,75.7,179.9,115/71,66,31.92445,35.996917,23.38,15.2,"Atorvastatin, Aspirin",aalqbany@example.com,c00c7331b22a2542c003e0576f414eef9d9269055b32936e8e131f3a99c9d43b,0791322189,Amman,O+,Yes,18,56,1,0.45,2025-11-18,0.85,6.8,['responded'],2026-01-13 03:46:18
JD000132,الأستاذ هايل الداودي,Female,18,63.5,169.3,120/88,79,32.042301,36.056474,22.15,12.0,None,ryj97@example.net,71eab407a6b3792e22fa60305b3dbee3338eb30a1af0f3b6d975b7542c674843,0775380806,Zarqa,O+,Yes,15,203,3,1.35,2025-06-24,0.63,1.5,"['responded', 'no_response', 'no_response']",2026-01-13 03:46:18
JD000133,المهندسة نوره عنزة,Female,18,64.7,150.9,127/71,74,31.970406,35.971185,28.41,13.0,None,hnbljdys@example.org,0c26dad6f0b2e69abbd4c8e9f619e5746f5c05e5ea8683ab3962377605651856,0771981765,Amman,O+,Yes,0,365,0,0.0,2025-01-13,0.86,3.3,[],2026-01-13 03:46:18
JD000134,السيد قيس جعفر,Male,25,96.0,169.1,138/75,72,32.048702,36.174188,33.56,15.8,Lisinopril,msbahalbxary@example.com,033b786bdfb9b29dfd6533ce130e947a83c468fe3fc791da13fed26c319708c7,0776424112,Zarqa,A+,Yes,3,56,2,0.9,2025-11-18,0.82,2.9,"['responded', 'responded']",2026-01-13 03:46:18
JD000135,المهندس عثمان الحلواني,Male,22,92.7,178.5,113/83,83,32.054089,36.143611,29.07,17.1,None,galnsary@example.net,81dd92dc8a10d394cd3b41d1b5c8acda926a5bf3f1ebabe7ba71f4324254278d,0786911611,Zarqa,A+,Yes,55,56,1,0.45,2025-11-18,0.89,2.7,['no_response'],2026-01-13 03:46:18
JD000136,ابتسام الخزرج,Male,21,69.1,179.5,114/76,83,30.87966,36.045637,21.43,14.6,None,znjm@example.net,6fabd6660b9bffc874d666c96ab8b929a0d298f3d4203a976d4a0ca1d932f363,0778367836,Other,O+,Yes,44,56,1,0.45,2025-11-18,0.86,3.8,['responded'],2026-01-13 03:46:18
JD000137,غوى بنو الأحمر,Male,23,67.7,165.9,110/85,74,32.029388,35.869222,24.61,13.2,None,kekawy@example.net,7e2d3bfbc8d8c163cb86184c132b0337226d79eb39eff7779fbbb8e569adda11,0787604791,Amman,AB+,No,81,117,3,1.35,2025-09-18,0.64,5.4,"['responded', 'no_response', 'responded']",2026-01-13 03:46:18
JD000138,طائل الشحوح,Male,33,68.7,174.2,156/72,75,32.601248,35.843437,22.65,13.7,"Metformin, Atorvastatin",mrf54@example.net,f659c49557308e2149fef6f45c97b434e577931073750f7a29fa3afa9174d83a,0778916955,Irbid,A+,No,113,56,1,0.45,2025-11-18,0.88,3.2,['responded'],2026-01-13 03:46:18
JD000139,شاطر الماني,Male,33,51.1,169.6,131/84,74,31.23359,36.111453,17.76,13.1,None,xatrbkr-bn-ebd-mnap@example.org,41dc3c8df884a0b599b14f9b31a1f93783c08d5f713ec33462367d9471b72c67,0777270706,Other,B+,Yes,102,56,1,0.45,2025-11-18,0.93,1.0,['responded'],2026-01-13 03:46:18
JD000140,بهجة بلي,Male,37,50.0,173.6,130/71,69,32.009125,35.820962,16.59,14.2,Aspirin,bnw-zydjlyl@example.com,c32a3d16b48cd1605a40f44e2380d7b2461ffe7fc2bc3e51982ff63849c7a577,0796259839,Amman,O+,No,27,56,4,1.8,2025-11-18,0.94,1.8,"['responded', 'responded', 'responded', 'responded']",2026-01-13 03:46:18
JD000141,روبا بنو العريج,Male,18,85.4,155.0,98/83,85,32.54804,35.79474,35.56,13.6,None,whad@example.com,75c0f9120e78eff319357a57eb4059a29be1a19c7e2a862b25f1dfc77b5717ae,0799894783,Irbid,O+,No,17,114,2,0.9,2025-09-21,0.93,3.4,"['responded', 'responded']",2026-01-13 03:46:18
JD000142,ريتاج بنو النجار,Male,65,91.2,198.3,141/96,61,30.755162,36.181699,23.2,13.2,None,hyap43@example.org,8a876a3697071cfb1406be9388df49a19641a92a8993c13efc6d1faeeb916f76,0795848364,Other,O-,No,72,56,1,0.45,2025-11-18,0.85,4.3,['responded'],2026-01-13 03:46:18
JD000143,المهندس فرزدق فهم,Male,28,101.1,171.3,125/78,73,32.044665,36.09307,34.44,14.2,None,syf-aldyn82@example.com,96ec3e077087c2a6f97bd3a3e649e963d76fa35c82c59a603e1ca1ef05458c90,0792659502,Zarqa,O-,No,93,123,1,0.45,2025-09-12,0.72,11.4,['responded'],2026-01-13 03:46:18
JD000144,منيف البيسار القعقور,Male,23,59.9,171.8,115/73,74,31.982953,35.971773,20.29,14.8,Lisinopril,etybpsab@example.net,32a95fe791662203ddc841852b5d3a4784f106a1ba296ee7ba52b31f7fcc0f2b,0794793487,Amman,O+,Yes,10,93,6,2.7,2025-10-12,0.71,1.1,"['responded', 'no_response', 'responded', 'responded', 'responded', 'no_response']",2026-01-13 03:46:18
JD000145,السيد خاطر أكلب,Male,37,67.3,199.5,118/70,65,31.850151,35.926095,16.92,12.6,None,nbnw-aleryj@example.org,0b054aeac3bd4254e12728282703a9a2bb7f00c2598bce1337174b2cab8b45ca,0797117288,Amman,O+,No,92,277,5,2.25,2025-04-11,0.74,3.6,"['no_response', 'responded', 'responded', 'no_response', 'responded']",2026-01-13 03:46:18
JD000146,تحسين بكر بن عبد مناة,Male,31,69.4,184.2,117/70,68,32.118337,36.048244,20.47,14.3,None,fdabyrwty@example.com,96f84f8503708fd29721a145ba1e9205c4c5e9c4730036a2ab342062bc0fb54e,0797932053,Zarqa,B-,Yes,78,170,3,1.35,2025-07-27,0.69,1.7,"['responded', 'responded', 'responded']",2026-01-13 03:46:18
